"name","nms.score.EE","nms.score.RE","nms.score.avg"
"AKAP8L",0.205535064817654,0.301992177595362,0.253763621206508
"Linoleic acid",0,0.497463954884635,0.248731977442317
"ZBTB7A",0.115524677103976,0.374277444042227,0.244901060573102
"GPBP1L1",0.454610691994919,0.0336570257540822,0.2441338588745
"CREB1",0.408939995021501,0.0785547820920513,0.243747388556776
"Phenyllactic acid",0.455762975953682,0.0255790442994349,0.240671010126559
"TCF20",0.181527983262074,0.299713488044845,0.24062073565346
"TOPORS",0.303479489410085,0.174336548346649,0.238908018878367
"ZNF784",0.214135070534549,0.260155494544083,0.237145282539316
"CAR 9:0",0.468944778566813,0.00408970077022698,0.23651723966852
"Adipic acid",0,0.462752131486424,0.231376065743212
"ZNF687",0.0423599683062108,0.398810076874526,0.220585022590368
"TG 56:10",0.00115804229901871,0.427028316950173,0.214093179624596
"N(6)-Methyllysine",0,0.423240438162295,0.211620219081147
"CUX1",0.163882546338841,0.258693352238337,0.211287949288589
"DBP",0.204754976145366,0.199769672862489,0.202262324503927
"alpha-N-Phenylacetylglutamine",0.370094662001688,0.0277418035580397,0.198918232779864
"ST 27:1;O3",0,0.395590710830956,0.197795355415478
"HMGA1",0.337960101603376,0.0287493848298098,0.183354743216593
"TG 54:7",0,0.362955901165878,0.181477950582939
"Methyl 3-hydroxybenzoate",0.0588615620227284,0.295498554609989,0.177180058316359
"ZEB1",0.334211253137848,0.0142457910162906,0.174228522077069
"HSF1",0.0140793563722801,0.330830709074632,0.172455032723456
"MBD3",0.0971867223253178,0.246623587108217,0.171905154716767
"PI 38:4",0.21635137880053,0.120185909259592,0.168268644030061
"sn-Glycero-3-phosphate",0.0091424392027793,0.318644323935068,0.163893381568924
"Leucine/Isoleucine",0,0.319897858397523,0.159948929198761
"RFX1",0.308635856746196,0,0.154317928373098
"Docosapentaenoic acid",0.295236070447842,0,0.147618035223921
"PC P-34:3 or PC O-34:4",0.183802612142568,0.10572203529398,0.144762323718274
"SRF",0.180727034596059,0.103365865177735,0.142046449886897
"Eicosatrienoic acid",0.246946963377138,0.024810851339377,0.135878907358257
"AHCTF1",0.109391554461056,0.159622741485751,0.134507147973404
"SP3",0.0457781681809722,0.202062366272428,0.1239202672267
"PI 40:5",0.230018614912533,0,0.115009307456266
"Leucine",0.153828579563876,0.0743158529607988,0.114072216262337
"CAR 20:2",0.227899521148988,0,0.113949760574494
"Indolelactic acid",0.210926755844158,0.00313543725717402,0.107031096550666
"Tryptophan",0.213484169413579,0,0.10674208470679
"SM 42:2;O2",0.20998072010928,0,0.10499036005464
"Hyocholic acid",0.109611805379935,0.0981789815543479,0.103895393467142
"PC O-40:4",0.199943448549787,0,0.0999717242748933
"Nonadecenoic acid",0.172435852096779,0.024810851339377,0.0986233517180778
"PC 40:7",0.191936465233296,0,0.095968232616648
"RBSN",0.0668228013730517,0.124668625576707,0.0957457134748796
"PC 34:4",0.185254950756681,0,0.0926274753783407
"CAR 10:0",0,0.184062697729114,0.0920313488645572
"SP1",0.123560390025534,0.0573275430274112,0.0904439665264726
"STAT3",0.135832810273864,0.043831230304545,0.0898320202892047
"Hydroxydecanoic acid",0.17525370582879,0,0.087626852914395
"SM 31:1;O2",0.175051389883403,0,0.0875256949417015
"LPE 22:6",0.174345976234002,0,0.087172988117001
"Urocanic acid",0,0.173961687628104,0.0869808438140522
"FA 20:5;O3",0.0899559004569591,0.0822035018579221,0.0860797011574406
"TG 60:10",0.169891633249592,0,0.084945816624796
"DG 18:0_18:1",0.16830906372345,0,0.0841545318617248
"Ethanolamine",0,0.163046347600589,0.0815231738002945
"beta-Leucine",0.156771045223106,0.00490764092427237,0.0808393430736892
"Isoleucine",0.161225388207516,0,0.0806126941037579
"PC O-16:1/20:4",0.156528604296363,0,0.0782643021481814
"TG 55:6",0.152074261311953,0,0.0760371306559765
"BRF2",0.14285643297989,0.00654352123236317,0.0746999771061266
"PE P-40:6 or PE O-40:7",0.148395837889282,0,0.0741979189446408
"Hippuric acid",0.00926433839214969,0.13842053553048,0.073842436961315
"SM 34:2;O2",0.147584735049097,0,0.0737923675245483
"KANSL1L",0.135623655803016,0.0100620921206503,0.0728428739618331
"Deoxycholic acid",0.0164563905650027,0.128677027919106,0.0725667092420546
"Heptadecanedioic acid",0,0.142217967281017,0.0711089836405084
"Heptadecenoic acid",0.0229170476016335,0.11447943410659,0.0686982408541116
"TG 50:6",0.132881926968153,0,0.0664409634840763
"Cer 18:1;O2/20:0",0.130578465951642,0,0.0652892329758212
"PC O-37:3",0.123048463107145,0.0055892577193102,0.0643188604132276
"SM 18:1;O2/21:0",0.126124122967233,0,0.0630620614836163
"Octadecenoic acid",0.0151764490766136,0.10891658675355,0.0620465179150818
"Docosatetraenoic acid",0.0989109571304211,0.024810851339377,0.061860904234899
"TBX15",0.104039955201658,0.0180012241562238,0.0610205896789409
"ZBTB14",0.046641507651346,0.0751361558634149,0.0608888317573805
"TG 58:10",0.121669779982823,0,0.0608348899914114
"GATAD2B",0.0815043516113061,0.0397805843842996,0.0606424679978029
"CAR 16:1",0,0.119640099447202,0.0598200497236009
"Gluconic acid",0.116783767263226,0,0.058391883631613
"USP54",0.0995018039973848,0.0158980232424442,0.0576999136199145
"Palmitoleic acid",0,0.113916580936338,0.0569582904681688
"DG 34:2",0.112761094014003,0,0.0563805470070016
"Isoquinoline-1,5-diol",0,0.111954181581337,0.0559770907906686
"11-Deoxycortisol",0.0207888343600422,0.0906990038405235,0.0557439191002828
"Tauroursodeoxycholic acid",0.111317688589311,0,0.0556588442946557
"FA 18:2;O",0,0.10891658675355,0.0544582933767749
"ADAMTSL4",0.0984316971499409,0.00871177675352941,0.0535717369517351
"Alloisoleucine",0.0820032953677982,0.0240610728648354,0.0530321841163168
"FA 14:3;O",0,0.10437842400558,0.0521892120027898
"LINC01128",0.103815269458222,0,0.0519076347291108
"Docosatrienoic acid",0.0794854038688728,0.0234476177493013,0.0514665108090871
"Acetaminophen",0.102629453546925,0,0.0513147267734627
"Hexadecenoic acid",0,0.101853171480327,0.0509265857401635
"CPSF7",0.0879118246895455,0.0126359789004158,0.0502739017949806
"MALT1",0.091156649784325,0.00914020582073203,0.0501484278025285
"DG 18:2_20:2",0,0.0993279189550746,0.0496639594775373
"TXNRD1",0.0987869430597207,0.000136323359007566,0.0494616332093641
"Tyrosine",0.00938623758152008,0.0893763137475223,0.0493812756645212
"PC O-40:1",0.0986274669996849,0,0.0493137334998424
"PC O-42:2",0.0941105180403334,0.00381705405221185,0.0489637860462726
"SM 39:2;O2",0.0975136501979233,0,0.0487568250989616
"Hydroxyhexadecanoic acid",0,0.096802666429822,0.048401333214911
"SM 40:2;O2",0,0.0966859653724898,0.0483429826862449
"EEA1",0.0962544777250951,0,0.0481272388625475
"Tetracosadienoic acid",0.019026318686562,0.0761011381623474,0.0475637284244547
"FA 19:2;O2",0,0.0942774139045695,0.0471387069522848
"TMTC1",0.0727112923927602,0.0211822570306046,0.0469467747116824
"Indoleacetic acid",0,0.093829715600556,0.046914857800278
"PE O-37:2",0.0888688528974066,0.00313543725717402,0.0460021450772903
"CAR 16:3",0,0.091752161379317,0.0458760806896585
"PC 35:2",0.0915819380510261,0,0.045790969025513
"SM 43:1;O2",0.0915819380510261,0,0.045790969025513
"Hexadecatrienoic acid",0,0.091486055428527,0.0457430277142635
"TG 48:3",0,0.0907726617825888,0.0453863308912944
"Phenylpyruvic acid",0.0823736089947496,0.00695249130938586,0.0446630501520677
"ALPK2",0.0813217194419309,0.00750432551264124,0.0444130224772861
"Xanthine",0.0743915739130548,0.0142457910162906,0.0443186824646727
"PUS7L",0.00557040391426078,0.0810322589132052,0.043301331413733
"beta-Alanine",0.0864923075318129,0,0.0432461537659064
"Oleamide",0.0860350361075444,0,0.0430175180537722
"ID2",0.0439469120048003,0.0420107874407354,0.0429788497227679
"MSH6",0.0569442433899185,0.0286216780264177,0.0427829607081681
"ZNF280D",0.0837991783666537,0.000749778474541613,0.0422744784205977
"UVRAG",0.08328516689299,0.000613455115534047,0.041949311004262
"ANGPTL4",0.0352645125619056,0.048567253337927,0.0419158829499163
"Dehydroepiandrosterone sulfate",0.0780298701882229,0.00490764092427237,0.0414687555562477
"ULK1",0.0153134159831556,0.0675554184014557,0.0414344171923057
"PC O-38:2",0.0822203245043298,0,0.0411101622521649
"MAP3K7CL",0.0815225689059313,0.000613455115534047,0.0410680120107327
"RARA",0.0280669489895331,0.05309845148887,0.0405827002392015
"LPE O-16:1",0.0811490233879477,0,0.0405745116939739
"MBNL1",0.0657195185432001,0.0149437597293912,0.0403316391362957
"ITIH6",0.0405836614980758,0.0387648764914002,0.039674268994738
"Cinnamoylglycine",0.0518831727942729,0.0271965101220094,0.0395398414581411
"Cortisol",0.0611676014759847,0.0176538749914798,0.0394107382337322
"AKAP10",0.0697842756925394,0.00879835291854952,0.0392913143055445
"N-Acetylneuraminic acid",0,0.0776487903468298,0.0388243951734149
"MDC1",0.0682419640047573,0.00920732299557222,0.0387246435001648
"HPDL",0.0767235139836517,0.000272646718015132,0.0384980803508334
"NEFA",0.05213589425375,0.024810851339377,0.0384733727965635
"PLEKHO2",0.0450440047091338,0.0306536234095132,0.0378488140593235
"FOSL2",0.0494039231881917,0.0256127794192873,0.0375083513037395
"ZBTB17",0.0748872605068019,0,0.037443630253401
"ENSG00000287047.1",0.0348988149937944,0.0391934292072878,0.0370461221005411
"C11orf54",0.0730201156103742,0.000954263513052962,0.0369871895617136
"FOXP4",0.0655622194607028,0.0080496189486715,0.0368059192046871
"CIRBP",0.0286009987652357,0.0447501860647783,0.036675592415007
"CTH",0.0692357293403727,0.00402480947433575,0.0366302694073542
"DISP1",0.0402914028050752,0.032516704908971,0.0364040538570231
"DDX3X",0.0616248729002532,0.0111299628398551,0.0363774178700542
"PSTPIP2",0.0711225580128123,0.00143139526957944,0.0362769766411959
"ECHDC2",0.0275863301129575,0.0449546711032897,0.0362705006081236
"MANBA",0.0270107979039012,0.0453344526950425,0.0361726252994718
"PC 38:3",0.0721083930849766,0,0.0360541965424883
"ZNF763",0.0704152460967616,0.000477131756526481,0.035446188926644
"KATNAL2",0.0147988333687845,0.0558770153906427,0.0353379243797136
"RAB10",0.0705905458592037,0,0.0352952729296019
"2-Amino-6-hydroxyhexanoic acid",0,0.0702653967939225,0.0351326983969612
"SM 18:1;O2/19:1",0.0603501438831245,0.00981528184854475,0.0350827128658346
"SLC43A2",0.0691382072450904,0.000886101833549179,0.0350121545393198
"PC O-32:1",0.0692990104310684,0,0.0346495052155342
"WDR45",0.0671178854435342,0.000817940154045396,0.0339679127987898
"Leu-Ile",0,0.0675537206508104,0.0337768603254052
"PLCXD1",0.0664210251858149,0.000954263513052962,0.0336876443494339
"RMND5A",0.0666233108051466,0.000136323359007566,0.0333798170820771
"SIN3B",0.0180346732866193,0.0487133614058986,0.0333740173462589
"SNRNP70",0.0502177423764694,0.0164238576882946,0.033320800032382
"KLHL21",0.0658753814703661,0.000477131756526481,0.0331762566134463
"PC 42:7",0.0663332493070547,0,0.0331666246535273
"KCNK6",0.03708254874413,0.0287061099682366,0.0328943293561833
"Cer 18:2;O2/23:0",0.0656778714826892,0,0.0328389357413446
"CAR 5:1",0,0.0647017857671528,0.0323508928835764
"TLE2",0.0597049758306972,0.00499421708929248,0.0323495964599948
"TLE1",0.0640019070929758,0.000340808397518915,0.0321713577452474
"EMC7",0.0625301316435863,0.00122691023106809,0.0318785209373272
"STX6",0.0549163725667489,0.00882538395968132,0.0318708782632151
"CPNE3",0.0626366389158134,0.000886101833549179,0.0317613703746813
"ERF",0.0363511536079077,0.0270702296601458,0.0317106916340267
"SOX17",0.0360408942349623,0.0272747146986572,0.0316578044668097
"ENSG00000228327.4",0.0625031457866967,0.000545293436030264,0.0315242196113635
"RAB3IP",0.0618527082211432,0.00115874855156431,0.0315057283863537
"SNRPN",0.0584354860006394,0.00457010291036601,0.0315027944555027
"DUS2",0.00956714116574529,0.053316046833832,0.0314415939997886
"ABCC5",0.061905243779591,0.000817940154045396,0.0313615919668182
"DDX20",0.0603733837501403,0.00163588030809079,0.0310046320291155
"KDM6A",0.0606836431230857,0.00122691023106809,0.0309552766770769
"SAP30L",0.0606253022912019,0.00109058687206053,0.0308579445816312
"CMP",0.0091424392027793,0.0525084039659907,0.030825421584385
"RBPJ",0.048096995842913,0.0132494340159498,0.0306732149294314
"AKIRIN2",0.0496691960243027,0.0113928116279694,0.030531003826136
"FAM13A-AS1",0.0457484139884666,0.0152942844010633,0.030521349194765
"CCS",0.056158876539917,0.00470642626937358,0.0304326514046453
"DHRS3",0.0589001418193642,0.00190852702610592,0.0304043344227351
"WSCD1",0.0277137407018473,0.0329548634712636,0.0303343020865555
"CAR 11:0",0.0605838971170842,0,0.0302919485585421
"LPC 26:0",0.0605838971170842,0,0.0302919485585421
"GGNBP2",0.0363061670710733,0.023869751016522,0.0300879590437976
"MKS1",0.0496422101674131,0.0104612642677721,0.0300517372175926
"2-Aminocaprylic acid",0.0599486095822808,0,0.0299743047911404
"NFKBID",0.0585898824464188,0.00122691023106809,0.0299083963387435
"IFRD1",0.052932021799027,0.00649377403837571,0.0297128979187014
"TUBGCP6",0.0250548994744555,0.0343635425879874,0.0297092210312215
"ST 27:2;O3",0.0593749503681613,0,0.0296874751840807
"SDC4",0.026754510244735,0.0323122198704597,0.0295333650575973
"NPHP3",0.0521916414858599,0.00685299692141095,0.0295223192036354
"CAPN7",0.0325952196761824,0.0262262345348213,0.0294107271055018
"SLC36A1",0.0375861085594624,0.0209225285355442,0.0292543185475033
"RASIP1",0.026982345565625,0.0314715635635586,0.0292269545645918
"THNSL1",0.000426647162796367,0.0578764334700449,0.0291515403164206
"PDP1",0.000670445541537149,0.0576004611545431,0.0291354533480401
"CHM",0.0574478032052509,0.000749778474541613,0.0290987908398963
"PCDHGC5",0.0543573745562508,0.00363098349921682,0.0289941790277338
"NR4A2",0.011834266513709,0.0459739627818556,0.0289041146477823
"HERPUD1",0.0440577883951319,0.0132267178630942,0.028642253129113
"KRT8P12",0.0572005310490847,0,0.0286002655245424
"DEK",0.0554364665806394,0.00156771862858701,0.0285020926046132
"PKD1",0.0442121848409113,0.012652235941794,0.0284322103913527
"COL4A5",0.00386381526307531,0.0527057252322887,0.028284770247682
"TGS1",0.0410497837981871,0.0154241486485935,0.0282369662233903
"CDC42EP3",0.0294078400726074,0.0268657446216345,0.0281367923471209
"Trigonelline",0.0489117103718699,0.007225138027401,0.0280684241996355
"HSPA4L",0.0470823271906349,0.00902986899819267,0.0280560980944138
"ZNF627",0.0378139438803524,0.0182642230348967,0.0280390834576245
"ARMCX4",0.0515981085968587,0.00444892365326222,0.0280235161250605
"PE 40:6",0.0558040371436875,0,0.0279020185718438
"KCNE4",0.0497696207563029,0.00593333650044167,0.0278514786283723
"CAR 14:0",0.055494266597871,0,0.0277471332989355
"BTBD8",0.0263888126766238,0.029069647739548,0.0277292302080859
"gamma-Glutamyltyrosine",0.0554082041412331,0,0.0277041020706166
"DCUN1D5",0.0310874428669033,0.0239477106259266,0.0275175767464149
"Capric acid",0,0.0547632356521771,0.0273816178260885
"HTT",0.0463419468774678,0.00832226566668663,0.0273321062720772
"7alpha-Hydroxy-4-cholesten-3-one",0.0544989827933457,0,0.0272494913966729
"RHEB",0.0426774221747426,0.0116113962637209,0.0271444092192318
"NEK10",0.0429052574956326,0.0112792044218175,0.0270922309587251
"THAP2",0,0.0539814065874916,0.0269907032937458
"KY",0.0198397414699745,0.0340227209695317,0.0269312312197531
"DIAPH2",0.0534985688311386,0,0.0267492844155693
"EGR2",0.011834266513709,0.0416245335165683,0.0267294000151387
"TG 42:2",0.0533660533562797,0,0.0266830266781399
"RNF169",0.0529604741373032,0.000340808397518915,0.0266506412674111
"GCNA",0.0146159845847289,0.0386318787298793,0.0266239316573041
"P4HA1",0.0521736408059151,0.00102242519255674,0.0265980329992359
"FA 20:5;O2",0.0424410081904581,0.0107013836820939,0.026571195936276
"SLC35E4",0.0524569143219709,0.000613455115534047,0.0265351847187525
"PRKACB",0.000853294325592735,0.052192945879015,0.0265231201023039
"CNOT6L",0.00542953649937292,0.0476163154223607,0.0265229259608668
"RTN2",0.0430161338859642,0.0100295780378938,0.026522855961929
"RERE",0.052932021799027,0,0.0264660108995135
"TMEM97",0.0456195369181902,0.00721221980444619,0.0264158783613182
"RPRML",0.0515981085968587,0.00122691023106809,0.0264125094139634
"INO80D",0.0211086500506397,0.0316987647549256,0.0264037074027827
"NDRG3",0,0.0524981066797866,0.0262490533398933
"CDKN1B",0.0363061670710733,0.016089508402253,0.0261978377366632
"Cholic acid",0.0523148425294598,0,0.0261574212647299
"MTMR14",0.0493319507944677,0.00265830550064754,0.0259951281475576
"LARGE2",0.0206665286571215,0.0311859854016519,0.0259262570293867
"NRF1",0.0515426704016929,0,0.0257713352008465
"SPATS2",0.0409223732092973,0.0104612642677721,0.0256918187385347
"RNF185",0.0309495806196821,0.0199780629523921,0.0254638217860371
"PC O-30:0",0.0509079792793097,0,0.0254539896396549
"MSX1",0.0201179823049547,0.0306536234095132,0.025385802857234
"PRRC2B",0.0381346549116291,0.0126359789004158,0.0253853169060224
"PWWP2B",0.0507288512134152,0,0.0253644256067076
"SM 42:4;O2",0.0475507289992334,0.00313543725717402,0.0253430831282037
"SMG1P1",0.0195239605888247,0.0310592546681125,0.0252916076284686
"Rosmarinic acid",0.0505622275909738,0,0.0252811137954869
"TNPO3",0.0351266503146844,0.0154241486485935,0.0252753994816389
"CERS1",0.0347159662097388,0.0158104025727605,0.0252631843912497
"COPS9",0.0499524695403585,0.000477131756526481,0.0252148006484425
"PTPN3",0.0493319507944677,0.00109058687206053,0.0252112688332641
"PDGFB",0.0164105086874892,0.0339253840256948,0.025167946356592
"TMEM184C",0.0497876214362477,0.000545293436030264,0.025166457436139
"CSRNP1",0.00103614310964832,0.049171102607056,0.0251036228583522
"SLC45A4",0.0263888126766238,0.0236587936455964,0.0250238031611101
"FLCN",0.00567333487811371,0.044091298643533,0.0248823167608233
"FAM8A1",0.0265716614606794,0.0231297704718812,0.0248507159662803
"MIDN",0.00640473001433605,0.0430851172714177,0.0247449236428769
"REV3L",0.0482618439470238,0.00122691023106809,0.0247443770890459
"NFKBIZ",0.000548546352166758,0.0487621325300334,0.0246553394411001
"GLRX5",0.0472651759746905,0.00204485038511349,0.024655013179902
"NAB2",0.00170658865118547,0.0475871269370908,0.0246468577941381
"MKKS",0.032129097376071,0.0170373128038286,0.0245832050899498
"STEEP1",0.0491386503520807,0,0.0245693251760404
"SF1",0.0389664747798517,0.0101659013969013,0.0245661880883765
"ARFGAP2",0.0301392352088297,0.018968569203727,0.0245539022062784
"HMGN2",0.0326431911633133,0.0164238576882946,0.0245335244258039
"TIA1",0.0473386148498011,0.00163588030809079,0.0244872475789459
"DG 16:0_18:1",0.0376768946602318,0.0112466771181242,0.024461785889178
"AARS2",0.0301357614314044,0.018751152721324,0.0244434570763642
"OTUD1",0.0255480076314565,0.0230226223772067,0.0242853150043316
"ZNF577",0.0389830089784099,0.00952971690757481,0.0242563629429924
"JUNB",0.00677042758244722,0.0416245335165683,0.0241974805495078
"PALD1",0.0155856667001726,0.0326140418528079,0.0240998542764903
"ANKS1B",0.047448024758746,0.000749778474541613,0.0240989016166438
"RPRD2",0.042229300554576,0.00593333650044167,0.0240813185275089
"ISCA1",0.047448024758746,0.000613455115534047,0.02403073993714
"IL15",0.0165718830141746,0.0314390362598653,0.0240054596370199
"TGFBR3",0.00605800067174234,0.0418582070403496,0.023958103856046
"ZNF12",0.0313977022398487,0.0164433166784745,0.0239205094591616
"Thiamine",0.0261523986923393,0.0215390907231954,0.0238457447077674
"ANAPC15",0.047603887685912,0,0.023801943842956
"OSGIN1",0.0182445079275644,0.0293195650837706,0.0237820365056675
"HIPK3",0.0467720678176895,0.000613455115534047,0.0236927614666118
"MAN2A2",0.0421288758225758,0.00525171970540384,0.0236902977639898
"CNOT3",0.0248270641535655,0.0224610718997982,0.0236440680266819
"MON2",0.0472831766546353,0,0.0236415883273176
"SEC13",0.0469279307448555,0.000272646718015132,0.0236002887314353
"PREPL",0.0360408942349623,0.0110747193833062,0.0235578068091342
"ZNF174",0.0176604692600071,0.0294180834018929,0.02353927633095
"ITFG2",0.023059037080566,0.0239185221406567,0.0234887796106114
"PRR14L",0.0439469120048003,0.00299911389816645,0.0234730129514834
"KLF4",0.000609495946851953,0.0463114455818879,0.0234604707643699
"CX3CL1",0.000609495946851953,0.0463114455818879,0.0234604707643699
"NOL9",0.0350262255826842,0.0118926595373516,0.0234594425600179
"THOC5",0.0282447752011981,0.0186731931119194,0.0234589841565588
"ZCCHC9",0.0367273028343502,0.0101615865086252,0.0234444446714877
"MCM2",0.034972253868905,0.0118926595373516,0.0234324567031283
"LCP2",0.0363511536079077,0.0104612642677721,0.0234062089378399
"ZSWIM8",0.0129313592180425,0.0338734793875693,0.0234024193028059
"UBE2V1",0.0330613419762937,0.0137330248839537,0.0233971834301237
"TSPAN5",0.0150371203480059,0.031744197060637,0.0233906587043214
"BTG2",0.0184723432484544,0.0282971398912139,0.0233847415698342
"SSBP2",0.0356751966668511,0.0106657493062835,0.0231704729865673
"SM 41:3;O2",0.0430913634424331,0.00313543725717402,0.0231134003498036
"TAL1",0.03708254874413,0.00900388246172446,0.0230432156029272
