feature_id	gene_symbol	chromosome_name	logFC	CI.L	CI.R	logLik	t	AveExpr	p_value	adj_p_value	contrast	full_model	assay	entrez_gene	ensembl_gene	custom_annotation	relationship_to_gene	uniprot	refmet_name	kegg_id	flanking_sequence
ENSG00000241859.7	ANOS2P	Y	4.35022968679608	4.15527814764064	4.54518122595153	13.8409559473669	43.9882528667931	-3.42463416008747	4.12466021029274e-108	7.53312942043465e-105	SexMale	~ Sex	transcript-rna-seq	NA	ENSG00000241859	NA	NA	NA	NA	NA	NA
ENSG00000114374.13	USP9Y	Y	9.04130289345844	8.62786032986659	9.45474545705028	29.4216982288789	43.1089085591319	-1.11446485719572	1.89855332725257e-106	3.17849469537535e-103	SexMale	~ Sex	transcript-rna-seq	8287	ENSG00000114374	NA	NA	NA	NA	NA	NA
ENSG00000233070.1	ZFY-AS1	Y	3.87427843951626	3.69286295738232	4.05569392165019	123.853578315873	42.0986021674258	-3.74789990194381	1.67052306139344e-104	2.58160063872264e-101	SexMale	~ Sex	transcript-rna-seq	107987337	ENSG00000233070	NA	NA	NA	NA	NA	NA
ENSG00000012817.16	KDM5D	Y	9.75913601532601	9.2949739262949	10.2232981043571	-4.25522184523949	41.4469806475203	-0.525409573137487	3.13758700491779e-103	4.50243735205702e-100	SexMale	~ Sex	transcript-rna-seq	8284	ENSG00000012817	NA	NA	NA	NA	NA	NA
ENSG00000067048.17	DDX3Y	Y	9.40341337121359	8.9518057129257	9.85502102950148	-71.9278551132049	41.0464331167616	-0.669055407453134	1.93804676703408e-102	2.59569063664765e-99	SexMale	~ Sex	transcript-rna-seq	8653	ENSG00000067048	NA	NA	NA	NA	NA	NA
ENSG00000260197.1	NA	NA	4.38222686300786	4.1703805783332	4.59407314768253	118.870614639273	40.7779321024547	-3.32890423456868	6.61938154423939e-102	8.31146095148558e-99	SexMale	~ Sex	transcript-rna-seq	NA	ENSG00000260197	NA	NA	NA	NA	NA	NA
ENSG00000288049.1	NA	NA	4.10136819241495	3.89943899676027	4.30329738806962	-11.7184905824607	40.0387801158322	-3.57399792363282	2.01160967912136e-100	2.37724932079695e-97	SexMale	~ Sex	transcript-rna-seq	105377224	ENSG00000288049	NA	NA	NA	NA	NA	NA
ENSG00000229807.13	XIST	X	-9.5666734760263	-10.0490950344006	-9.08425191765201	128.589438060914	-39.0917792240797	6.289336415555	1.71497728321774e-98	1.91410520110246e-95	SexMale	~ Sex	transcript-rna-seq	7503	ENSG00000229807	NA	NA	NA	NA	NA	NA
ENSG00000229236.3	TTTY10	Y	4.93348357361864	4.68211725671305	5.18484989052424	-10.8267414193806	38.6899170164679	-3.09987951968752	1.1596581636903e-97	1.22618592150201e-94	SexMale	~ Sex	transcript-rna-seq	246119	ENSG00000229236	NA	NA	NA	NA	NA	NA
ENSG00000129824.16	RPS4Y1	Y	10.085753933274	9.57141240306271	10.6000954634852	36.5028492874032	38.6552039632177	-0.199955627506642	1.3687915675303e-97	1.37495112958418e-94	SexMale	~ Sex	transcript-rna-seq	6192	ENSG00000129824	NA	NA	NA	NA	NA	NA
ENSG00000154620.6	TMSB4Y	Y	3.82522416421242	3.62850061521272	4.02194771321211	-23.3470442885823	38.3311397904656	-3.56345969228543	6.47028684446082e-97	6.18990774786752e-94	SexMale	~ Sex	transcript-rna-seq	9087	ENSG00000154620	NA	NA	NA	NA	NA	NA
ENSG00000270641.1	TSIX	X	-4.03508710002243	-4.26013431059013	-3.81003988945473	28.9629589142111	-35.3452023960738	-1.58335919661458	1.71479488859645e-90	1.56591951417739e-87	SexMale	~ Sex	transcript-rna-seq	9383	ENSG00000270641	NA	NA	NA	NA	NA	NA
ENSG00000131007.9	TTTY9B	Y	3.66020696864255	3.45030185924758	3.87011207803752	28.9629589142111	34.3742971516454	-3.54474267372798	2.55281259338111e-88	2.22982630439246e-85	SexMale	~ Sex	transcript-rna-seq	425057	ENSG00000131007	NA	NA	NA	NA	NA	NA
ENSG00000165246.15	NLGN4Y	Y	6.00811755092378	5.61449006278991	6.40174503905765	-241.651269453842	30.08875346072	-1.72112676083495	3.39886351311054e-78	2.84513199909961e-75	SexMale	~ Sex	transcript-rna-seq	22829	ENSG00000165246	NA	NA	NA	NA	NA	NA
ENSG00000206159.12	GYG2P1	Y	4.11239804131843	3.80804058877877	4.41675549385809	-376.744447903997	26.6355946298051	-3.03748975917584	2.33582331837749e-69	1.87706761864815e-66	SexMale	~ Sex	transcript-rna-seq	NA	ENSG00000206159	NA	NA	NA	NA	NA	NA
ENSG00000126012.13	KDM5C	X	-0.423104992799302	-0.454878673287318	-0.391331312311286	-353.207052868908	-26.2501518279782	6.51401958474862	2.47987082081279e-68	1.91617710731265e-65	SexMale	~ Sex	transcript-rna-seq	8242	ENSG00000126012	NA	NA	NA	NA	NA	NA
ENSG00000288686.2	XGY2	Y	3.27323241520262	3.01220619840895	3.53425863199628	63.7670178685214	24.7197405331733	-3.18286584644758	3.53275970582935e-64	2.62863490704117e-61	SexMale	~ Sex	transcript-rna-seq	100132596	ENSG00000288686	NA	NA	NA	NA	NA	NA
ENSG00000147050.17	KDM6A	X	-0.567275200760504	-0.617816416465445	-0.516733985055563	130.988956510883	-22.1258165656653	4.62111240966748	7.57895445244763e-57	5.43789981963118e-54	SexMale	~ Sex	transcript-rna-seq	7403	ENSG00000147050	NA	NA	NA	NA	NA	NA
ENSG00000005889.16	ZFX	X	-0.477420909964432	-0.523709804394583	-0.431132015534282	59.8185658566007	-20.3317996511278	5.25728639806045	1.43885539485025e-51	9.96779478708328e-49	SexMale	~ Sex	transcript-rna-seq	7543	ENSG00000005889	NA	NA	NA	NA	NA	NA
ENSG00000165566.13	AMER2	13	3.47471928867883	3.10932835156682	3.84011022579084	-199.808693326205	18.7461957361867	-2.88373233552118	8.97305570038037e-47	6.00895630068805e-44	SexMale	~ Sex	transcript-rna-seq	219287	ENSG00000165566	NA	NA	NA	NA	NA	NA
ENSG00000006757.12	PNPLA4	X	-0.636914713593972	-0.703980014228315	-0.56984941295963	67.0958519888686	-18.7212395132879	4.0898570164438	1.0697890157943e-46	6.93292300880885e-44	SexMale	~ Sex	transcript-rna-seq	8228	ENSG00000006757	NA	NA	NA	NA	NA	NA
ENSG00000215301.11	DDX3X	X	-0.35377195074939	-0.39206415298131	-0.31547974851747	-148.878041403657	-18.2122769522842	8.09102831976319	3.90927458756048e-45	2.45429145200282e-42	SexMale	~ Sex	transcript-rna-seq	1654	ENSG00000215301	NA	NA	NA	NA	NA	NA
ENSG00000130741.11	EIF2S3	X	-0.354682257883703	-0.395819052076618	-0.313545463690788	-144.1589629478	-16.996527999245	6.99557663255871	2.3125730699172e-41	1.40786645377686e-38	SexMale	~ Sex	transcript-rna-seq	1968	ENSG00000130741	NA	NA	NA	NA	NA	NA
ENSG00000056998.20	GYG2	X	-0.841679831377507	-0.939656635538467	-0.743703027216548	-22.5480894173327	-16.9345961680385	8.58651925275567	3.61037586705525e-41	2.13330738732764e-38	SexMale	~ Sex	transcript-rna-seq	8908	ENSG00000056998	NA	NA	NA	NA	NA	NA
ENSG00000073734.10	ABCB11	2	2.20364289486254	1.92810261501018	2.4791831747149	-288.362193575384	15.7654842799448	0.94293716047854	1.69177102002191e-37	9.71076565492574e-35	SexMale	~ Sex	transcript-rna-seq	8647	ENSG00000073734	NA	NA	NA	NA	NA	NA
ENSG00000173674.11	EIF1AX	X	-0.500109592618313	-0.563376645698991	-0.436842539537636	123.534011669417	-15.5825587304967	6.01509338497778	6.38785322136507e-37	3.56477697825623e-34	SexMale	~ Sex	transcript-rna-seq	1964	ENSG00000173674	NA	NA	NA	NA	NA	NA
ENSG00000170962.13	PDGFD	11	-1.22809031621041	-1.39168973313921	-1.0644908992816	2.75456817722964	-14.7978884381874	4.11769341055451	1.93037763563993e-34	1.04814288378395e-31	SexMale	~ Sex	transcript-rna-seq	80310	ENSG00000170962	NA	NA	NA	NA	NA	NA
ENSG00000169895.6	SYAP1	X	-0.392773013465569	-0.445172802714079	-0.340373224217059	112.915411523437	-14.7762181417299	5.69874578210207	2.26059604680587e-34	1.19514143632447e-31	SexMale	~ Sex	transcript-rna-seq	94056	ENSG00000169895	NA	NA	NA	NA	NA	NA
ENSG00000130985.17	UBA1	X	-0.221769379623153	-0.252573988853816	-0.19096477039249	-41.1627915371377	-14.1917865672534	7.9410331361364	1.60081296723645e-32	8.24623910558469e-30	SexMale	~ Sex	transcript-rna-seq	7317	ENSG00000130985	NA	NA	NA	NA	NA	NA
ENSG00000115041.13	KCNIP3	2	0.880344279348916	0.75718806211851	1.00350049657932	55.2642001261019	14.0911811792592	1.93000977622532	3.33281202229965e-32	1.6739048382e-29	SexMale	~ Sex	transcript-rna-seq	30818	ENSG00000115041	NA	NA	NA	NA	NA	NA
ENSG00000225470.8	JPX	X	-0.492494349362207	-0.561526723011073	-0.423461975713341	153.594041317833	-14.0637014609204	4.66353855182629	4.07185062372558e-32	1.99520680562553e-29	SexMale	~ Sex	transcript-rna-seq	554203	ENSG00000225470	NA	NA	NA	NA	NA	NA
ENSG00000179542.16	SLITRK4	X	1.682330892915	1.4444743386924	1.9201874471376	-184.85115284283	13.9427195041669	2.42915505175569	9.8329896970589e-32	4.70344673842651e-29	SexMale	~ Sex	transcript-rna-seq	139065	ENSG00000179542	NA	NA	NA	NA	NA	NA
ENSG00000159307.20	SCUBE1	22	-3.2032566399735	-3.65771726101196	-2.74879601893504	-89.379470347165	-13.8946199052972	2.13723575315318	1.39601180601003e-31	6.5222970192422e-29	SexMale	~ Sex	transcript-rna-seq	80274	ENSG00000159307	NA	NA	NA	NA	NA	NA
ENSG00000130021.15	PUDP	X	-0.552508629495857	-0.632396764097363	-0.47262049489435	120.005717197038	-13.6335193409843	2.78663477071731	9.34856558677022e-31	4.2684700599594e-28	SexMale	~ Sex	transcript-rna-seq	8226	ENSG00000130021	NA	NA	NA	NA	NA	NA
ENSG00000198034.11	RPS4X	X	-0.365530281121564	-0.41902682524013	-0.312033737002999	3.58837859916932	-13.4694178683932	8.57808972817208	3.08598333480617e-30	1.37772011547236e-27	SexMale	~ Sex	transcript-rna-seq	6191	ENSG00000198034	NA	NA	NA	NA	NA	NA
ENSG00000162433.15	AK4	1	-0.74467503335026	-0.858295285400618	-0.631054781299903	100.43385146804	-12.919991818765	6.3552790009856	1.66907819665827e-28	7.2895176023619e-26	SexMale	~ Sex	transcript-rna-seq	205	ENSG00000162433	NA	NA	NA	NA	NA	NA
ENSG00000198734.12	F5	1	1.85616730870154	1.55335566112313	2.15897895627996	100.340049296874	12.0835832024158	0.0955373263888122	6.99677332551452e-26	2.99074842786354e-23	SexMale	~ Sex	transcript-rna-seq	2153	ENSG00000198734	NA	NA	NA	NA	NA	NA
ENSG00000101846.9	STS	X	-0.595866865192807	-0.693491479306862	-0.498242251078751	10.1660988497378	-12.0320907599891	6.7878919478153	1.01271209982543e-25	4.23862210114437e-23	SexMale	~ Sex	transcript-rna-seq	412	ENSG00000101846	NA	NA	NA	NA	NA	NA
ENSG00000145824.13	CXCL14	5	0.927147958042049	0.771708846302516	1.08258706978158	-214.006677704444	11.7581753845064	7.99611381788249	7.20568684092166e-25	2.95433160477788e-22	SexMale	~ Sex	transcript-rna-seq	9547	ENSG00000145824	NA	NA	NA	NA	NA	NA
ENSG00000141424.13	SLC39A6	18	-0.349180156375947	-0.408036481129328	-0.290323831622566	22.838748244577	-11.6951988193762	5.64111455613566	1.13000506521949e-24	4.54036035205189e-22	SexMale	~ Sex	transcript-rna-seq	25800	ENSG00000141424	NA	NA	NA	NA	NA	NA
ENSG00000136717.15	BIN1	2	-0.372930362010641	-0.437757999098834	-0.308102724922448	166.792606033147	-11.3401485598669	6.50335616163557	1.41465717967872e-23	5.57263975289127e-21	SexMale	~ Sex	transcript-rna-seq	274	ENSG00000136717	NA	NA	NA	NA	NA	NA
ENSG00000265158.2	LRRC37A7P	18	-1.79143429077348	-2.10692748846908	-1.47594109307788	8.90504295962751	-11.1934013627644	-0.0167027934705583	4.0002634768906e-23	1.54548640866793e-20	SexMale	~ Sex	transcript-rna-seq	NA	ENSG00000265158	NA	NA	NA	NA	NA	NA
ENSG00000197157.11	SND1	7	-0.401747723917609	-0.473138174476125	-0.330357273359094	-102.303057421317	-11.0933954719627	7.26176151439398	8.1083569193663e-23	3.07352623603904e-20	SexMale	~ Sex	transcript-rna-seq	27044	ENSG00000197157	NA	NA	NA	NA	NA	NA
ENSG00000178826.11	TMEM139	7	-1.31863921193546	-1.55403575011448	-1.08324267375643	96.8267161783639	-11.042746636456	1.82916337407364	1.15898620311308e-22	4.31185792972996e-20	SexMale	~ Sex	transcript-rna-seq	135932	ENSG00000178826	NA	NA	NA	NA	NA	NA
ENSG00000072501.19	SMC1A	X	-0.247822251761791	-0.292245830704922	-0.203398672818661	84.077814533315	-10.9970942731873	5.99767815098308	1.59869589525237e-22	5.83960009738548e-20	SexMale	~ Sex	transcript-rna-seq	8243	ENSG00000072501	NA	NA	NA	NA	NA	NA
ENSG00000116711.10	PLA2G4A	1	-0.829069502729388	-0.978526541609242	-0.679612463849534	-74.4603903199844	-10.9351755606297	4.37992929842386	2.47166184617276e-22	8.86708687314477e-20	SexMale	~ Sex	transcript-rna-seq	5321	ENSG00000116711	NA	NA	NA	NA	NA	NA
ENSG00000101049.18	SGK2	20	-0.829603585789193	-0.980194832610947	-0.679012338967439	-7.27850382896574	-10.8598064473779	5.27887621360999	4.1970167401096e-22	1.47926432120705e-19	SexMale	~ Sex	transcript-rna-seq	10110	ENSG00000101049	NA	NA	NA	NA	NA	NA
ENSG00000086570.13	FAT2	5	-1.27215321791706	-1.50521892142838	-1.03908751440575	14.8697060676203	-10.7599993260435	4.34532906158503	8.4488664317998e-22	2.92651252784238e-19	SexMale	~ Sex	transcript-rna-seq	2196	ENSG00000086570	NA	NA	NA	NA	NA	NA
ENSG00000175183.10	CSRP2	12	0.949137160834531	0.774476005283665	1.1237983163854	-114.768463317958	10.7123275032468	3.90597912729219	1.17940341152839e-21	4.01596856569581e-19	SexMale	~ Sex	transcript-rna-seq	1466	ENSG00000175183	NA	NA	NA	NA	NA	NA
ENSG00000145604.17	SKP2	5	-0.357087975334628	-0.423277625342011	-0.290898325327246	-236.800992682724	-10.6349716057041	4.48827360630909	2.02463646362911e-21	6.77915775905147e-19	SexMale	~ Sex	transcript-rna-seq	6502	ENSG00000145604	NA	NA	NA	NA	NA	NA
ENSG00000101230.6	ISM1	20	-1.01471349757776	-1.20381488814215	-0.825612107013382	-374.379717157563	-10.5779109929421	4.13483638772284	3.01404167991355e-21	9.92657333597758e-19	SexMale	~ Sex	transcript-rna-seq	140862	ENSG00000101230	NA	NA	NA	NA	NA	NA
ENSG00000273079.7	GRIN2B	12	-1.37198170586785	-1.6296159477964	-1.1143474639393	56.0622037716432	-10.4977428395422	3.57245095791922	5.26591859158623e-21	1.7063274920156e-18	SexMale	~ Sex	transcript-rna-seq	2904	ENSG00000273079	NA	NA	NA	NA	NA	NA
ENSG00000186439.14	TRDN	6	-2.63233998909762	-3.12857598699791	-2.13610399119733	63.4139517298733	-10.4569470577886	3.7284751313464	6.99163849697644e-21	2.2295558318136e-18	SexMale	~ Sex	transcript-rna-seq	10345	ENSG00000186439	NA	NA	NA	NA	NA	NA
ENSG00000124743.6	KLHL31	6	-0.970630582204214	-1.15424285995866	-0.787018304449769	119.566626659684	-10.4208572334534	5.96230047180295	8.98180344201022e-21	2.81944423671852e-18	SexMale	~ Sex	transcript-rna-seq	401265	ENSG00000124743	NA	NA	NA	NA	NA	NA
ENSG00000006756.16	ARSD	X	-0.366832311654526	-0.436730843182544	-0.296933780126508	-457.111800183039	-10.3454818748891	5.30937349356234	1.51424778597943e-20	4.68019046466565e-18	SexMale	~ Sex	transcript-rna-seq	414	ENSG00000006756	NA	NA	NA	NA	NA	NA
ENSG00000164129.12	NPY5R	4	-0.694042448952579	-0.828277736403668	-0.55980716150149	-344.124094932385	-10.1922608470888	3.24908358045805	4.36229567077918e-20	1.3278563640296e-17	SexMale	~ Sex	transcript-rna-seq	4889	ENSG00000164129	NA	NA	NA	NA	NA	NA
ENSG00000171867.18	PRNP	20	-0.29315159929734	-0.349881513655667	-0.236421684939012	63.4040961151825	-10.1866487979653	6.299072146274	4.53424100330504e-20	1.35959554860296e-17	SexMale	~ Sex	transcript-rna-seq	5621	ENSG00000171867	NA	NA	NA	NA	NA	NA
ENSG00000131831.18	RAI2	X	0.520897627890927	0.420051169323353	0.621744086458502	118.223942226927	10.1822304385583	5.15332677775611	4.67434606309945e-20	1.38099430011276e-17	SexMale	~ Sex	transcript-rna-seq	10742	ENSG00000131831	NA	NA	NA	NA	NA	NA
ENSG00000146122.17	DAAM2	6	0.333544873549681	0.268665048655208	0.398424698444154	164.336059278045	10.1343475614333	7.3713270552102	6.49875051104667e-20	1.89217243140475e-17	SexMale	~ Sex	transcript-rna-seq	23500	ENSG00000146122	NA	NA	NA	NA	NA	NA
ENSG00000157600.12	TMEM164	X	-0.481874391429356	-0.575890727487587	-0.387858055371126	99.9640678435983	-10.1037296768586	6.06955191969788	8.02090282978745e-20	2.301999112149e-17	SexMale	~ Sex	transcript-rna-seq	84187	ENSG00000157600	NA	NA	NA	NA	NA	NA
ENSG00000196208.14	GREB1	2	-1.81980166630599	-2.18092523117074	-1.45867810144124	29.7343534942614	-9.93389174410758	0.906269940079994	2.56748652333608e-19	7.26490200758055e-17	SexMale	~ Sex	transcript-rna-seq	9687	ENSG00000196208	NA	NA	NA	NA	NA	NA
ENSG00000151468.11	CCDC3	10	-1.06698672845376	-1.27978656195987	-0.854186894947655	-134.071117338128	-9.88414088840387	7.78924374197072	3.60553637401275e-19	1.00604480213772e-16	SexMale	~ Sex	transcript-rna-seq	83643	ENSG00000151468	NA	NA	NA	NA	NA	NA
ENSG00000123104.12	ITPR2	12	-0.514464875324062	-0.617282650906829	-0.411647099741295	-261.331354128407	-9.86367419244943	5.9362208903815	4.14532692989358e-19	1.14081668522688e-16	SexMale	~ Sex	transcript-rna-seq	3709	ENSG00000123104	NA	NA	NA	NA	NA	NA
ENSG00000087111.21	PIGS	17	-0.216882405607822	-0.260292370068556	-0.173472441147087	24.6689786583501	-9.84886273988325	5.98321148458569	4.58541659835648e-19	1.24487864136462e-16	SexMale	~ Sex	transcript-rna-seq	94005	ENSG00000087111	NA	NA	NA	NA	NA	NA
ENSG00000170549.4	IRX1	5	0.780182109481054	0.623311481132125	0.937052737829984	97.8609157121012	9.80405061141277	4.06850847245507	6.22036256797858e-19	1.66622778654253e-16	SexMale	~ Sex	transcript-rna-seq	79192	ENSG00000170549	NA	NA	NA	NA	NA	NA
ENSG00000214717.12	ZBED1	Y	0.209138576297448	0.167034875003996	0.251242277590899	-62.6958177235704	9.79185705427924	5.06264190613042	6.75795679915448e-19	1.76294315800943e-16	SexMale	~ Sex	transcript-rna-seq	9189	ENSG00000214717	NA	NA	NA	NA	NA	NA
ENSG00000214717.12	ZBED1	X	0.209138576297448	0.167034875003996	0.251242277590899	-62.6958177235704	9.79185705427924	5.06264190613042	6.75795679915448e-19	1.76294315800943e-16	SexMale	~ Sex	transcript-rna-seq	9189	ENSG00000214717	NA	NA	NA	NA	NA	NA
ENSG00000214717.12_PAR_Y	ZBED1	Y	0.209138576297448	0.167034875003996	0.251242277590899	-96.1663647544147	9.79185705427924	5.06264190613042	6.75795679915448e-19	1.76294315800943e-16	SexMale	~ Sex	transcript-rna-seq	9189	ENSG00000214717	NA	NA	NA	NA	NA	NA
ENSG00000214717.12_PAR_Y	ZBED1	X	0.209138576297448	0.167034875003996	0.251242277590899	-96.1663647544147	9.79185705427924	5.06264190613042	6.75795679915448e-19	1.76294315800943e-16	SexMale	~ Sex	transcript-rna-seq	9189	ENSG00000214717	NA	NA	NA	NA	NA	NA
ENSG00000125965.9	GDF5	20	-1.22656720272207	-1.47354658230818	-0.979587823135956	66.0524601457655	-9.78998093389111	0.994103471677554	6.8446772685284e-19	1.76294315800943e-16	SexMale	~ Sex	transcript-rna-seq	8200	ENSG00000125965	NA	NA	NA	NA	NA	NA
ENSG00000075643.6	MOCOS	18	0.835954354091622	0.667558238252161	1.00435046993108	64.0695518265487	9.78592059819034	1.64152594488154	7.03616782387816e-19	1.78932419723686e-16	SexMale	~ Sex	transcript-rna-seq	55034	ENSG00000075643	NA	NA	NA	NA	NA	NA
ENSG00000079332.15	SAR1A	10	-0.320381470182263	-0.385060367538473	-0.255702572826054	-273.815862769379	-9.76463414322565	7.46263993698317	8.13073258535178e-19	2.04183022049647e-16	SexMale	~ Sex	transcript-rna-seq	56681	ENSG00000079332	NA	NA	NA	NA	NA	NA
ENSG00000164976.9	MYORG	9	-0.505755686143175	-0.608292887875088	-0.403218484411262	-63.7141933750392	-9.72322882319949	5.29976024708067	1.07679290537395e-18	2.67071228011885e-16	SexMale	~ Sex	transcript-rna-seq	57462	ENSG00000164976	NA	NA	NA	NA	NA	NA
ENSG00000175029.17	CTBP2	10	0.216230135944645	0.172300194618671	0.26016007727062	71.3160008512233	9.70301698543725	5.6692834480262	1.23486477840756e-18	3.02541870709853e-16	SexMale	~ Sex	transcript-rna-seq	1488	ENSG00000175029	NA	NA	NA	NA	NA	NA
ENSG00000122912.15	SLC25A16	10	-0.459883453469992	-0.554180982640094	-0.36558592429989	90.0244870991323	-9.61387927431486	6.38455684932555	2.25647041156393e-18	5.46174585160474e-16	SexMale	~ Sex	transcript-rna-seq	8034	ENSG00000122912	NA	NA	NA	NA	NA	NA
ENSG00000118276.12	B4GALT6	18	-1.12730340757073	-1.35854236465364	-0.896064450487823	73.1888155375725	-9.61016869528935	4.16762179819205	2.31370982716936e-18	5.53362266998005e-16	SexMale	~ Sex	transcript-rna-seq	9331	ENSG00000118276	NA	NA	NA	NA	NA	NA
ENSG00000158292.7	GPR153	1	0.646520241030859	0.51381441783346	0.779226064228257	40.6195916162582	9.60380513149594	4.76550437350581	2.41525478684027e-18	5.70852572560247e-16	SexMale	~ Sex	transcript-rna-seq	387509	ENSG00000158292	NA	NA	NA	NA	NA	NA
ENSG00000114737.16	CISH	3	-1.74282039807114	-2.10142940469336	-1.38421139144893	-89.2703506529042	-9.58037778239901	2.59502097491851	2.82877258236857e-18	6.60814432323076e-16	SexMale	~ Sex	transcript-rna-seq	1154	ENSG00000114737	NA	NA	NA	NA	NA	NA
ENSG00000089091.16	DZANK1	20	0.579317173783629	0.459949108930441	0.698685238636817	44.4783855619851	9.56708083502157	2.02203998646668	3.09404284933019e-18	7.14474952218891e-16	SexMale	~ Sex	transcript-rna-seq	55184	ENSG00000089091	NA	NA	NA	NA	NA	NA
ENSG00000140391.15	TSPAN3	15	-0.321322505301141	-0.387577822729586	-0.255067187872695	115.284336692106	-9.56030172455163	8.71035034032325	3.23865846649987e-18	7.39371006727072e-16	SexMale	~ Sex	transcript-rna-seq	10099	ENSG00000140391	NA	NA	NA	NA	NA	NA
ENSG00000161682.15	FAM171A2	17	-0.813542435823376	-0.981335052350018	-0.645749819296735	-155.015653318366	-9.5578136443102	3.70719935565509	3.29340478025685e-18	7.43421371183822e-16	SexMale	~ Sex	transcript-rna-seq	284069	ENSG00000161682	NA	NA	NA	NA	NA	NA
ENSG00000213923.13	CSNK1E	22	0.187724868660339	0.148987817907506	0.226461919413173	20.6115513622301	9.5531467684229	6.9787079977572	3.39858527353299e-18	7.58639757169754e-16	SexMale	~ Sex	transcript-rna-seq	1454	ENSG00000213923	NA	NA	NA	NA	NA	NA
ENSG00000236279.7	CLEC2L	7	-1.20844753555286	-1.45787727752318	-0.959017793582538	-110.844314427316	-9.55060220249633	0.627825073848635	3.45733377401773e-18	7.63272917802376e-16	SexMale	~ Sex	transcript-rna-seq	154790	ENSG00000236279	NA	NA	NA	NA	NA	NA
ENSG00000186205.13	MTARC1	1	-0.500658925743689	-0.604331156028614	-0.396986695458763	-10.2163942446092	-9.51986336361843	7.39514309244964	4.25203594974621e-18	9.28515241634798e-16	SexMale	~ Sex	transcript-rna-seq	64757	ENSG00000186205	NA	NA	NA	NA	NA	NA
ENSG00000173432.13	SAA1	11	-1.39331706679505	-1.68204773352496	-1.10458640006514	-145.538136322251	-9.51279716322546	10.1574072791316	4.4589989655893e-18	9.63239669018163e-16	SexMale	~ Sex	transcript-rna-seq	6288	ENSG00000173432	NA	NA	NA	NA	NA	NA
ENSG00000249242.8	TMEM150C	4	0.415531969978212	0.329272288818591	0.501791651137832	34.1030710980524	9.49615484991422	4.28750557095812	4.98685589602716e-18	1.06580781862963e-15	SexMale	~ Sex	transcript-rna-seq	441027	ENSG00000249242	NA	NA	NA	NA	NA	NA
