Cluster,EdgeBetweenness,interaction,modality,name,Peak_chr,Peak_end,Peak_start,regulator_id,selected,shared interaction,shared name,site,source,strand,Target_gene_id,target_id,TF_id,tissue,Weight,MEF2A_sign,target_sign,target_sign_consensus,directionality
11,49036.71228,regulates,EE,MEF2A (regulates) E2F6,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) E2F6,S98s,SCION,NA,NA,ENSG00000169016.17,NA,muscle,0.115669466,-1,1|-1,NA,NA
11,50086.99375902093,regulates,EE,MEF2A (regulates) SEMA4C,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SEMA4C,S98s,SCION,NA,NA,ENSG00000168758.11,NA,muscle,0.116274104,-1,1|1|-1,1,-1
11,1320212.5659535057,regulates,EE,MEF2A (regulates) IRF2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) IRF2,S98sT108t,SCION,NA,NA,ENSG00000168310.11,NA,muscle,0.137919471,1,1|-1|1|-1|-1,-1,-1
11,5345,regulates,EE,MEF2A (regulates) OTUD1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) OTUD1,S98s,SCION,NA,NA,ENSG00000165312.7,NA,muscle,0.262877392,-1,1|1|1|1,1,-1
11,501396.95216449694,regulates,EE,MEF2A (regulates) HNRNPK,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) HNRNPK,S98s,SCION,NA,NA,ENSG00000165119.21,NA,muscle,0.147614247,-1,1|-1,NA,NA
11,11511.54148629185,regulates,EE,MEF2A (regulates) NIPBL,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) NIPBL,S98s,SCION,NA,NA,ENSG00000164190.19,NA,muscle,0.169543998,-1,-1|1|-1,-1,1
11,101622.4800283034,regulates,EE,MEF2A (regulates) SNIP1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SNIP1,S98s,SCION,NA,NA,ENSG00000163877.11,NA,muscle,0.128011942,-1,1,1,-1
11,1051475.637545854,regulates,EE,MEF2A (regulates) TIPARP,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) TIPARP,S98sT108t,SCION,NA,NA,ENSG00000163659.13,NA,muscle,0.198423446,1,1,1,1
11,14819.32143,regulates,EE,MEF2A (regulates) ARL5A,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ARL5A,S98sT108t,SCION,NA,NA,ENSG00000162980.17,NA,muscle,0.208434158,1,1,1,1
11,247765.89393939063,regulates,EE,MEF2A (regulates) IER5,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) IER5,S98sT108t,SCION,NA,NA,ENSG00000162783.11,NA,muscle,0.208386309,1,1|1|1,1,1
11,25828.52023809792,regulates,EE,MEF2A (regulates) SQSTM1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SQSTM1,S98s,SCION,NA,NA,ENSG00000161011.20,NA,muscle,0.256440112,-1,1|-1,NA,NA
11,1196557,regulates,EE,MEF2A (regulates) CACHD1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) CACHD1,S98s,SCION,NA,NA,ENSG00000158966.16,NA,muscle,0.256546985,-1,1,1,-1
11,22605.91168831063,regulates,EE,MEF2A (regulates) UBALD1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) UBALD1,S98s,SCION,NA,NA,ENSG00000153443.13,NA,muscle,0.154645962,-1,-1|1,NA,NA
11,12766.276256912295,regulates,EE,MEF2A (regulates) NR4A2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) NR4A2,S98s,SCION,NA,NA,ENSG00000153234.15,NA,muscle,0.107655607,-1,1|1,1,-1
11,7840.196356274968,regulates,EE,MEF2A (regulates) RANBP2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) RANBP2,S98s,SCION,NA,NA,ENSG00000153201.16,NA,muscle,0.147521843,-1,1|1,1,-1
11,8516.793233809245,regulates,EE,MEF2A (regulates) BAG3,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) BAG3,S98s,SCION,NA,NA,ENSG00000151929.10,NA,muscle,0.111257025,-1,1,1,-1
11,532973.0833,regulates,EE,MEF2A (regulates) SAV1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SAV1,S98sT108t,SCION,NA,NA,ENSG00000151748.15,NA,muscle,0.100615585,1,1,1,1
11,9876.469230768917,regulates,EE,MEF2A (regulates) CRIM1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CRIM1,S98sT108t,SCION,NA,NA,ENSG00000150938.10,NA,muscle,0.163508619,1,-1|1|-1,-1,-1
11,665735.7620213113,regulates,EE,MEF2A (regulates) ARID5B,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ARID5B,S98sT108t,SCION,NA,NA,ENSG00000150347.17,NA,muscle,0.127778946,1,1|1|1|-1,1,1
11,504316.5164502249,regulates,EE,MEF2A (regulates) JPH2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) JPH2,S98sT108t,SCION,NA,NA,ENSG00000149596.7,NA,muscle,0.11585826,1,-1,-1,-1
11,334440.62500000966,regulates,EE,MEF2A (regulates) SESN3,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SESN3,S98sT108t,SCION,NA,NA,ENSG00000149212.12,NA,muscle,0.146048974,1,-1,-1,-1
11,6823.9523809521215,regulates,EE,MEF2A (regulates) PARD3,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) PARD3,S98sT108t,SCION,NA,NA,ENSG00000148498.16,NA,muscle,0.130405952,1,1,1,1
11,11555.53469439146,regulates,EE,MEF2A (regulates) OGT,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) OGT,S98sT108t,SCION,NA,NA,ENSG00000147162.14,NA,muscle,0.151432804,1,1,1,1
11,15072.142496392786,regulates,EE,MEF2A (regulates) PAM,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) PAM,S98s,SCION,NA,NA,ENSG00000145730.21,NA,muscle,0.167581639,-1,1,1,-1
11,16260353.86354453,regulates,EE,MEF2A (regulates) TMF1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) TMF1,S98s,SCION,NA,NA,ENSG00000144747.17,NA,muscle,0.118479533,-1,-1|-1,-1,1
11,1016851.172077909,regulates,EE,MEF2A (regulates) KANSL1L,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) KANSL1L,S98sT108t,SCION,NA,NA,ENSG00000144445.17,NA,muscle,0.158823375,1,-1|-1|-1,-1,-1
11,553299.5623,regulates,EE,MEF2A (regulates) GATAD2B,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) GATAD2B,S98s,SCION,NA,NA,ENSG00000143614.10,NA,muscle,0.205250557,-1,-1|-1,-1,1
11,8331.772957477284,regulates,EE,MEF2A (regulates) TP53BP2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) TP53BP2,S98sT108t,SCION,NA,NA,ENSG00000143514.17,NA,muscle,0.132786104,1,1,1,1
11,92886.14960318092,regulates,EE,MEF2A (regulates) SBNO1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SBNO1,S98s,SCION,NA,NA,ENSG00000139697.14,NA,muscle,0.155151764,-1,-1|-1,-1,1
11,661043.3222804902,regulates,EE,MEF2A (regulates) ETV6,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ETV6,S98s,SCION,NA,NA,ENSG00000139083.11,NA,muscle,0.219034191,-1,-1,-1,1
11,51110.23333333116,regulates,EE,MEF2A (regulates) DUSP5,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) DUSP5,S98s,SCION,NA,NA,ENSG00000138166.6,NA,muscle,0.189603151,-1,1|1,1,-1
11,1030031.5194445011,regulates,EE,MEF2A (regulates) FAM8A1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) FAM8A1,S98sT108t,SCION,NA,NA,ENSG00000137414.7,NA,muscle,0.160465446,1,-1|-1,-1,-1
11,362747.2089002877,regulates,EE,MEF2A (regulates) MYC,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) MYC,S98s,SCION,NA,NA,ENSG00000136997.21,NA,muscle,0.130378084,-1,1|1|1,1,-1
11,21279.051465200933,regulates,EE,MEF2A (regulates) HLX,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) HLX,S98sT108t,SCION,NA,NA,ENSG00000136630.13,NA,muscle,0.344967982,1,1,1,1
11,331074.5407690384,regulates,EE,MEF2A (regulates) TBC1D4,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) TBC1D4,S98sT108t,SCION,NA,NA,ENSG00000136111.14,NA,muscle,0.104268182,1,-1,-1,-1
11,334143.0964285708,regulates,EE,MEF2A (regulates) APPL2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) APPL2,S98sT108t,SCION,NA,NA,ENSG00000136044.12,NA,muscle,0.103716547,1,-1,-1,-1
11,6751.651648351285,regulates,EE,MEF2A (regulates) CEMIP2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CEMIP2,S98sT108t,SCION,NA,NA,ENSG00000135048.14,NA,muscle,0.103882368,1,1|-1,NA,NA
11,27086.030952381352,regulates,EE,MEF2A (regulates) SYT11,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SYT11,S98sT108t,SCION,NA,NA,ENSG00000132718.9,NA,muscle,0.103707437,1,1,1,1
11,497975.1450216636,regulates,EE,MEF2A (regulates) BTBD3,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) BTBD3,S98s,SCION,NA,NA,ENSG00000132640.15,NA,muscle,0.141767692,-1,-1,-1,1
11,7348.650000000345,regulates,EE,MEF2A (regulates) SYNE1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SYNE1,S98s,SCION,NA,NA,ENSG00000131018.25,NA,muscle,0.145745552,-1,1,1,-1
11,148307.17131868037,regulates,EE,MEF2A (regulates) UBE4B,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) UBE4B,S98s,SCION,NA,NA,ENSG00000130939.20,NA,muscle,0.104437429,-1,-1,-1,1
11,998252.5454213276,regulates,EE,MEF2A (regulates) EIF2S3,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) EIF2S3,S98sT108t,SCION,NA,NA,ENSG00000130741.11,NA,muscle,0.149189987,1,-1,-1,-1
11,19622.72002442116,regulates,EE,MEF2A (regulates) ZBTB1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ZBTB1,S98sT108t,SCION,NA,NA,ENSG00000126804.14,NA,muscle,0.203937957,1,-1,-1,-1
11,159605.6620448139,regulates,EE,MEF2A (regulates) ATXN1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ATXN1,S98sT108t,SCION,NA,NA,ENSG00000124788.19,NA,muscle,0.105530461,1,-1,-1,-1
11,154743.36507936358,regulates,EE,MEF2A (regulates) MPHOSPH10,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) MPHOSPH10,S98s,SCION,NA,NA,ENSG00000124383.9,NA,muscle,0.224626829,-1,1|-1,NA,NA
11,533402.1547619146,regulates,EE,MEF2A (regulates) ZNFX1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ZNFX1,S98s,SCION,NA,NA,ENSG00000124201.15,NA,muscle,0.183032675,-1,1,1,-1
11,6928.085714285201,regulates,EE,MEF2A (regulates) EGR2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) EGR2,S98sT108t,SCION,NA,NA,ENSG00000122877.18,NA,muscle,0.113462597,1,1|1|1,1,1
11,502831.51666662394,regulates,EE,MEF2A (regulates) PLAU,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) PLAU,S98sT108t,SCION,NA,NA,ENSG00000122861.16,NA,muscle,0.138823503,1,1,1,1
11,11342.507894737448,regulates,EE,MEF2A (regulates) TBC1D15,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) TBC1D15,S98sT108t,SCION,NA,NA,ENSG00000121749.16,NA,muscle,0.123941089,1,1|-1|1|-1,NA,NA
11,585761.9004322835,regulates,EE,MEF2A (regulates) ELF1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ELF1,S98sT108t,SCION,NA,NA,ENSG00000120690.16,NA,muscle,0.206717684,1,1|1|1,1,1
11,11888.20487189845,regulates,EE,MEF2A (regulates) SET,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SET,S98sT108t,SCION,NA,NA,ENSG00000119335.18,NA,muscle,0.15420534,1,1,1,1
11,6100.350000000122,regulates,EE,MEF2A (regulates) CCNI,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) CCNI,S98s,SCION,NA,NA,ENSG00000118816.11,NA,muscle,0.228948724,-1,1,1,-1
11,762770.5604978412,regulates,EE,MEF2A (regulates) ATF6,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ATF6,S98s,SCION,NA,NA,ENSG00000118217.7,NA,muscle,0.11904975,-1,1,1,-1
11,6933895.341309268,regulates,EE,MEF2A (regulates) DR1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) DR1,S98s,SCION,NA,NA,ENSG00000117505.13,NA,muscle,0.15110285,-1,-1,-1,1
11,53593.83294,regulates,EE,MEF2A (regulates) PIK3R3,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) PIK3R3,S98s,SCION,NA,NA,ENSG00000117461.15,NA,muscle,0.213474472,-1,1|1,1,-1
11,1205153,regulates,EE,MEF2A (regulates) ETV3,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ETV3,S98s,SCION,NA,NA,ENSG00000117036.12,NA,muscle,0.18328738,-1,1,1,-1
11,11723980.990926951,regulates,EE,MEF2A (regulates) HES1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) HES1,S98sT108t,SCION,NA,NA,ENSG00000114315.4,NA,muscle,0.243173242,1,1|-1|1,1,1
11,6288.749999999807,regulates,EE,MEF2A (regulates) CSNK1A1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CSNK1A1,S98sT108t,SCION,NA,NA,ENSG00000113712.19,NA,muscle,0.116985899,1,1,1,1
11,14715.755555556245,regulates,EE,MEF2A (regulates) NEDD9,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) NEDD9,S98sT108t,SCION,NA,NA,ENSG00000111859.17,NA,muscle,0.378342273,1,1|1,1,1
11,93240.42738095229,regulates,EE,MEF2A (regulates) NUP98,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) NUP98,S98s,SCION,NA,NA,ENSG00000110713.17,NA,muscle,0.222326551,-1,-1|1|-1,-1,1
11,8643.822222,regulates,EE,MEF2A (regulates) DPH1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) DPH1,S98s,SCION,NA,NA,ENSG00000108963.19,NA,muscle,0.147407876,-1,-1|-1,-1,1
11,561835.0752926157,regulates,EE,MEF2A (regulates) MIB1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) MIB1,S98sT108t,SCION,NA,NA,ENSG00000101752.12,NA,muscle,0.370994342,1,1,1,1
11,228700.58618190693,regulates,EE,MEF2A (regulates) NFKBIA,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) NFKBIA,S98sT108t,SCION,NA,NA,ENSG00000100906.11,NA,muscle,0.327818553,1,1|-1|-1,-1,-1
11,977027.5424907724,regulates,EE,MEF2A (regulates) PPM1A,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) PPM1A,S98sT108t,SCION,NA,NA,ENSG00000100614.18,NA,muscle,0.166269087,1,-1,-1,-1
11,420992.48733211897,regulates,EE,MEF2A (regulates) TOM1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) TOM1,S98s,SCION,NA,NA,ENSG00000100284.22,NA,muscle,0.177702896,-1,1|-1|-1,-1,1
11,7036.182692307322,regulates,EE,MEF2A (regulates) KCNK6,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) KCNK6,S98sT108t,SCION,NA,NA,ENSG00000099337.5,NA,muscle,0.115450532,1,1|1,1,1
11,7009.080919,regulates,EE,MEF2A (regulates) OSBPL8,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) OSBPL8,S98sT108t,SCION,NA,NA,ENSG00000091039.17,NA,muscle,0.193418939,1,1,1,1
11,14481.573767753654,regulates,EE,MEF2A (regulates) DDX24,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) DDX24,S98s,SCION,NA,NA,ENSG00000089737.18,NA,muscle,0.230713157,-1,1,1,-1
11,791490.2757936304,regulates,EE,MEF2A (regulates) PXN,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) PXN,S98sT108t,SCION,NA,NA,ENSG00000089159.17,NA,muscle,0.150958589,1,1,1,1
11,497737.2283549619,regulates,EE,MEF2A (regulates) SEH1L,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SEH1L,S98sT108t,SCION,NA,NA,ENSG00000085415.16,NA,muscle,0.149870837,1,1,1,1
11,1213961,regulates,EE,MEF2A (regulates) REXO1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) REXO1,S98s,SCION,NA,NA,ENSG00000079313.15,NA,muscle,0.115129966,-1,1,1,-1
11,526555.0036546187,regulates,EE,MEF2A (regulates) FOSL2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) FOSL2,S98sT108t,SCION,NA,NA,ENSG00000075426.12,NA,muscle,0.192539993,1,1|1|-1,1,1
11,1065515.5618347437,regulates,EE,MEF2A (regulates) NCK2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) NCK2,S98sT108t,SCION,NA,NA,ENSG00000071051.14,NA,muscle,0.134847064,1,-1|-1,-1,-1
11,8338.614285714675,regulates,EE,MEF2A (regulates) ATP2B1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ATP2B1,S98sT108t,SCION,NA,NA,ENSG00000070961.16,NA,muscle,0.188714558,1,-1|1,NA,NA
11,416138.05033579865,regulates,EE,MEF2A (regulates) CSNK2A2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) CSNK2A2,S98s,SCION,NA,NA,ENSG00000070770.10,NA,muscle,0.149706113,-1,1|1|1,1,-1
11,332111.12500000413,regulates,EE,MEF2A (regulates) RASSF1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) RASSF1,S98s,SCION,NA,NA,ENSG00000068028.18,NA,muscle,0.116250889,-1,1|1,1,-1
11,461307.3543651223,regulates,EE,MEF2A (regulates) SLC12A2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SLC12A2,S98sT108t,SCION,NA,NA,ENSG00000064651.14,NA,muscle,0.128807432,1,-1,-1,-1
11,759474.8544372364,regulates,EE,MEF2A (regulates) ELMO2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ELMO2,S98sT108t,SCION,NA,NA,ENSG00000062598.18,NA,muscle,0.169078248,1,-1|-1,-1,-1
11,791177.3623015631,regulates,EE,MEF2A (regulates) HDAC9,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) HDAC9,S98sT108t,SCION,NA,NA,ENSG00000048052.24,NA,muscle,0.110360629,1,1,1,1
11,1112423.257041043,regulates,EE,MEF2A (regulates) EDC4,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) EDC4,S98s,SCION,NA,NA,ENSG00000038358.15,NA,muscle,0.136288389,-1,1,1,-1
11,9321.928571428907,regulates,EE,MEF2A (regulates) VCL,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) VCL,S98s,SCION,NA,NA,ENSG00000035403.18,NA,muscle,0.154863991,-1,1|1,1,-1
11,159445.0620448154,regulates,EE,MEF2A (regulates) KDM7A,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) KDM7A,S98s,SCION,NA,NA,ENSG00000006459.11,NA,muscle,0.152496536,-1,1|-1,NA,NA
11,995137.1565,regulates,EE,MEF2A (regulates) ZFX,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ZFX,S98sT108t,SCION,NA,NA,ENSG00000005889.16,NA,muscle,0.135310651,1,-1,-1,-1
13,499045.26522365806,regulates,RE,MEF2A (regulates) SCAF8,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) SCAF8,S98sT108t,SCION,NA,NA,ENSG00000213079.10,NA,muscle,0.151347311,1,-1,-1,-1
13,1196923,regulates,RE,MEF2A (regulates) BTBD8,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) BTBD8,S98sT108t,SCION,NA,NA,ENSG00000189195.15,NA,muscle,0.187395104,1,-1|-1,-1,-1
