"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","nms.score.avg","nms.score.EE","nms.score.RE","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"0.0","0.0","0.0","0.0","0","1","1","false","KANSL1L","KANSL1L","172.0","0.0086346325","0.017269265","0.0","0","0","false","0","KANSL1L","0"
"0.0","0.0","0.0","0.0","0","5","5","false","KCNJ2","KCNJ2","247.8","4.422453355393779E-4","8.27266710787558E-5","8.01764E-4","0","0","false","0","KCNJ2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ASXL2","ASXL2","209.0","3.15784E-4","3.30907E-4","3.00661E-4","0","0","false","0","ASXL2","0"
"0.0","0.0","0.0","0.15","0","6","6","false","ITIH6","ITIH6","492.0","0.018395544335539377","8.27266710787558E-5","0.036708362","0","1","false","0","ITIH6","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ADORA1","ADORA1","544.0","4.9636E-4","9.9272E-4","0.0","0","0","false","0","ADORA1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","UBE4B","UBE4B","271.0","0.011325987499999999","0.022251093","4.00882E-4","0","0","false","0","UBE4B","0"
"0.0","0.0","0.0","0.0","0","4","4","false","ALG5","ALG5","285.6666666666667","3.15784E-4","3.30907E-4","3.00661E-4","0","1","false","0","ALG5","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PROSER1","PROSER1","398.0","5.051065E-4","9.09993E-4","1.0022E-4","0","0","false","0","PROSER1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","DNAJC15","DNAJC15","275.0","0.003870656","0.002990312","0.004751","0","0","false","0","DNAJC15","0"
"0.0","0.0","0.0","0.0","0","3","3","false","EIF2S3","EIF2S3","192.0","0.0020265035","0.003652125","4.00882E-4","0","0","false","0","EIF2S3","0"
"0.0","0.0","0.0","0.0","0","4","4","false","ATAD2B","ATAD2B","203.75","0.007541253499999999","0.010531948","0.004550559","0","0","false","0","ATAD2B","0"
"0.0","0.0","0.0","0.3333333333333333","0","4","4","false","NFKBIA","NFKBIA","703.0","0.019182440999999998","3.30907E-4","0.038033975","0","0","false","0","NFKBIA","0"
"0.0","0.0","0.0","0.1","0","5","5","false","PNPLA7","PNPLA7","336.8","0.0063249050000000005","6.61813E-4","0.011987997","0","0","false","0","PNPLA7","0"
"0.0","0.0","0.0","0.07142857142857142","0","7","7","false","NRDE2","NRDE2","380.0","0.019860625","4.13633E-4","0.039307617","0","0","false","0","NRDE2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CDC42EP2","CDC42EP2","339.0","3.420248355393779E-4","8.27266710787558E-5","6.01323E-4","0","0","false","0","CDC42EP2","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","ZNFX1","ZNFX1","287.25","0.003440561","0.003321219","0.003559903","0","0","false","0","ZNFX1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","FBRS","FBRS","184.0","0.001743336","0.003486672","0.0","0","0","false","0","FBRS","0"
"0.0","0.0","0.0","0.0","0","3","3","false","E2F8","E2F8","221.66666666666666","0.0011376395","0.0","0.002275279","0","0","false","0","E2F8","0"
"0.0","0.0","0.0","0.0","0","5","5","false","ARID1A","ARID1A","281.0","0.004055832","4.13633E-4","0.007698031","0","0","false","0","ARID1A","0"
"0.0","0.0","0.0","0.0","0","4","4","false","GBP1","GBP1","227.5","0.0019871425","4.9636E-4","0.003477925","0","0","false","0","GBP1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","TMEM214","TMEM214","1158.0",,,"2.00441E-4","0","0","false","0","TMEM214","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SLC25A30","SLC25A30","802.0","6.991720000000001E-4","4.9636E-4","9.01984E-4","0","0","false","0","SLC25A30","0"
"0.0","0.0","0.0","0.5","0","2","2","false","MAX","MAX","690.5","0.003440561","0.003321219","0.003559903","0","0","false","0","MAX","0"
"0.0","0.0","0.0","0.0","0","1","1","false","SBNO1","SBNO1","1031.0","0.0037710309999999998","0.006640078","9.01984E-4","0","0","false","0","SBNO1","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","HARS2","HARS2","256.5","0.002145846","3.30907E-4","0.003960785","0","0","false","0","HARS2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","BICRAL","BICRAL","261.3333333333333","6.164455E-4","3.30907E-4","9.01984E-4","0","0","false","0","BICRAL","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ABCC4","ABCC4","292.0","3.24531E-4","2.4818E-4","4.00882E-4","0","0","false","0","ABCC4","0"
"0.0","0.0","0.0","0.1","0","5","5","false","CCN1","CCN1","562.0","0.0090685575","3.30907E-4","0.017806208","0","0","false","0","CCN1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","LMOD2","LMOD2","802.0","0.0018046719999999998","0.00270736","9.01984E-4","0","1","false","0","LMOD2","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","CBR1","CBR1","452.6666666666667","0.009137161","0.014513978","0.003760344","0","0","false","0","CBR1","0"
"0.0","0.0","0.0","0.0","0","6","6","false","TBC1D15","TBC1D15","444.3333333333333","0.00381995","0.007138798","5.01102E-4","0","0","false","0","TBC1D15","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ACSS1","ACSS1","299.3333333333333","0.008355171","0.013031976","0.003678366","0","0","false","0","ACSS1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","PTPN23-DT","PTPN23-DT","438.25","0.002242067","0.003983032","5.01102E-4","0","0","false","0","PTPN23-DT","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ETV6","ETV6","65.0","1.415838355393779E-4","8.27266710787558E-5","2.00441E-4","0","0","false","0","ETV6","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ELF1","ELF1","335.5","0.0020742425","0.004148485","0.0","0","0","false","0","ELF1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ENAH","ENAH","441.5","1.8294699999999998E-4","1.65453E-4","2.00441E-4","0","0","false","0","ENAH","0"
,,,,,,,,"SLC25A28","SLC25A28",,,,,,,"false",,"SLC25A28",
"0.0","0.0","0.0","0.0","0","3","3","false","KANSL1","KANSL1","410.0","2.4818E-4","4.9636E-4","0.0","0","0","false","0","KANSL1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","GNA13","GNA13","480.5","0.003370149","0.006640078","1.0022E-4","0","0","false","0","GNA13","0"
"0.0","0.0","0.0","0.0","0","4","4","false","IL10RA","IL10RA","314.5","0.002087363","4.9636E-4","0.003678366","0","0","false","0","IL10RA","0"
"0.0","0.0","0.0","0.0","0","4","4","false","CHMP1B","CHMP1B","374.5","1.742E-4","2.4818E-4","1.0022E-4","0","0","false","0","CHMP1B","0"
"0.0","0.0","0.0","0.0","0","3","3","false","RANBP2","RANBP2","366.3333333333333","0.0015804575","0.002760033","4.00882E-4","0","0","false","0","RANBP2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","C1orf198","C1orf198","421.0","2.418043355393779E-4","8.27266710787558E-5","4.00882E-4","0","0","false","0","C1orf198","0"
"0.0","0.0","0.0","0.0","0","3","3","false","TMEM97","TMEM97","344.6666666666667","0.007497434000000001","0.012118266","0.002876602","0","0","false","0","TMEM97","0"
"1.0","0.08914459437726911","1.0","0.0","1","67","3","false","GATAD2B","GATAD2B","20.0","0.07113641300000001","0.073505242","0.068767584","64","0","false","0","GATAD2B","7108723"
,,,,,,,,"C11orf58","C11orf58",,,,,,,"false",,"C11orf58",
"0.0","0.0","0.0","0.0","0","2","2","false","DTX4","DTX4","642.5","2.919143355393779E-4","8.27266710787558E-5","5.01102E-4","0","0","false","0","DTX4","0"
"0.0","0.0","0.0","0.0","0","4","4","false","HERPUD2","HERPUD2","204.0","5.57588E-4","4.13633E-4","7.01543E-4","0","0","false","0","HERPUD2","0"
,,,,,,,,"CHMP4B","CHMP4B",,,,,,,"false",,"CHMP4B",
,,,,,,,,"ADAR","ADAR",,,,,,,"false",,"ADAR",
"0.0","0.0","0.0","0.0","0","3","3","false","RPRML","RPRML","345.0","4.33498E-4","1.65453E-4","7.01543E-4","0","0","false","0","RPRML","0"
"0.0","0.0","0.0","0.0","0","4","4","false","CHD1-DT","CHD1-DT","461.0","4.48621E-4","4.9636E-4","4.00882E-4","0","0","false","0","CHD1-DT","0"
"0.0","0.0","0.0","0.0","0","1","1","false","BAG3","BAG3","544.0","0.003444129","0.006888258","0.0","0","0","false","0","BAG3","0"
"0.0","0.0","0.0","0.0","0","2","2","false","NMRK1","NMRK1","398.0","9.14733355393779E-5","8.27266710787558E-5","1.0022E-4","0","0","false","0","NMRK1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ACSL1","ACSL1","565.0","2.895435E-4","5.79087E-4","0.0","0","0","false","0","ACSL1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","DNASE2","DNASE2","190.5","2.6567400000000003E-4","3.30907E-4","2.00441E-4","0","0","false","0","DNASE2","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ETV3","ETV3","542.0","4.13633355393779E-5","8.27266710787558E-5","0.0","0","0","false","0","ETV3","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PCDHB12","PCDHB12","152.0","9.61068E-4","2.4818E-4","0.001673956","0","0","false","0","PCDHB12","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ASB5","ASB5","802.0","5.75082E-4","2.4818E-4","9.01984E-4","0","0","false","0","ASB5","0"
"0.0","0.0","0.0","0.0","0","4","4","false","NEAT1","NEAT1","343.0","8.27265E-5","1.65453E-4","0.0","0","0","false","0","NEAT1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","EIF4E","EIF4E","337.3333333333333","0.0018280649999999998","5.79087E-4","0.003077043","0","0","false","0","EIF4E","0"
"0.0","0.0","0.0","0.1","0","5","5","false","PRKD2","PRKD2","389.2","0.015269146","0.004810299","0.025727993","0","0","false","0","PRKD2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","DLG5","DLG5","482.0","3.658945E-4","3.30907E-4","4.00882E-4","0","0","false","0","DLG5","0"
"0.0","0.0","0.0","0.0","0","2","2","false","NPC2","NPC2","457.5","3.89764E-4","5.79087E-4","2.00441E-4","0","0","false","0","NPC2","0"
"0.0","0.0","0.0","0.0","0","6","6","false","IER5","IER5","423.6666666666667","0.006802195335539377","8.27266710787558E-5","0.013521664","0","0","false","0","IER5","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","KLF9","KLF9","392.75","0.0021808335","0.0","0.004361667","0","0","false","0","KLF9","0"
"0.0","0.0","0.0","0.0","0","5","5","false","PLEKHO2","PLEKHO2","548.8","6.81678E-4","6.61813E-4","7.01543E-4","0","0","false","0","PLEKHO2","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","PIM1","PIM1","529.5","0.0098538775","0.006640078","0.013067677","0","0","false","0","PIM1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","WDR59","WDR59","223.0","9.14733355393779E-5","8.27266710787558E-5","1.0022E-4","0","0","false","0","WDR59","0"
"0.0","0.0","0.0","0.0","0","4","4","false","LAMC1","LAMC1","258.25","0.002287804","4.9636E-4","0.004079248","0","0","false","0","LAMC1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","MORC2","MORC2","556.5","0.003399572","0.003321219","0.003477925","0","0","false","0","MORC2","0"
"0.0","0.0","0.0","0.16666666666666666","0","4","4","false","AMMECR1","AMMECR1","455.0","0.0090975945","0.0","0.018195189","0","0","false","0","AMMECR1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SNPH","SNPH","168.33333333333334","4.072575E-4","4.13633E-4","4.00882E-4","0","0","false","0","SNPH","0"
"0.0","0.0","0.0","0.15","0","5","5","false","USF3","USF3","438.6",,,"0.034197428","0","0","false","0","USF3","0"
"0.0","0.0","0.0","0.0","0","2","2","false","MTG2","MTG2","316.0","0.001249551","0.00209822","4.00882E-4","0","0","false","0","MTG2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ANKRD1","ANKRD1","359.3333333333333","2.00441E-4","0.0","4.00882E-4","0","0","false","0","ANKRD1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ETS2","ETS2","564.0","0.007229247","0.010780128","0.003678366","0","0","false","0","ETS2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","FAM186A","FAM186A","1158.0",,,"2.00441E-4","0","0","false","0","FAM186A","0"
"0.0","0.0","0.0","0.0","0","4","4","false","ENSG00000232611.1","ENSG00000232611.1","480.5","2.155635E-4","3.30907E-4","1.0022E-4","0","0","false","0","ENSG00000232611.1","0"
"1.0","0.13943302105494576","1.0","0.0","1","125","5","false","HES1","HES1","24.104","1.6611289645","2.976930034","0.345327895","120","0","false","0","HES1","9584586"
"0.0","0.0","0.0","0.0","0","2","2","false","CSNK1A1","CSNK1A1","605.5","0.0073106379999999995","0.014521056","1.0022E-4","0","0","false","0","CSNK1A1","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","PARD3","PARD3","911.0","0.0029539855","7.4454E-4","0.005163431","0","0","false","0","PARD3","0"
"0.0","0.0","0.0","0.0","0","3","3","false","MTAP","MTAP","136.0","3.74641E-4","2.4818E-4","5.01102E-4","0","0","false","0","MTAP","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ZNF426","ZNF426","308.0","0.005030389499999999","0.007384618","0.002676161","0","0","false","0","ZNF426","0"
"0.0","0.0","0.0","0.5","0","2","2","false","SF3B1","SF3B1","690.5","0.0017799515","0.0","0.003559903","0","0","false","0","SF3B1","0"
"0.0","0.0","0.0","0.15","0","5","5","false","MACROH2A2","MACROH2A2","388.8","0.0130683565","9.9272E-4","0.025143993","0","0","false","0","MACROH2A2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","POFUT1","POFUT1","53.0","0.0016845865","0.003369173","0.0","0","0","false","0","POFUT1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","SUCO","SUCO","243.25","0.0025409535","3.30907E-4","0.004751","0","0","false","0","SUCO","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RNF122","RNF122","339.0","4.66115E-4","3.30907E-4","6.01323E-4","0","0","false","0","RNF122","0"
"0.0","0.0","0.0","0.0","0","5","5","false","HIPK2","HIPK2","218.25",,"4.13633E-4",,"0","1","false","0","HIPK2","0"
"0.0","0.0","0.0","0.03333333333333333","0","6","6","false","TMCC3","TMCC3","258.1666666666667",,,"0.005363872","0","0","false","0","TMCC3","0"
"0.0","0.0","0.0","0.0","0","5","5","false","ENSG00000226252.1","ENSG00000226252.1","482.6","4.923553355393778E-4","8.27266710787558E-5","9.01984E-4","0","0","false","0","ENSG00000226252.1","0"
"0.0","0.0","0.0","0.0","0","5","5","false","ZNF213","ZNF213","320.6","0.0032952045","1.65453E-4","0.006424956","0","0","false","0","ZNF213","0"
"0.0","0.0","0.0","0.0","0","4","4","false","BCORL1","BCORL1","228.75","0.002558447","1.65453E-4","0.004951441","0","0","false","0","BCORL1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","GOLGA4","GOLGA4","554.5",,,"0.0","0","0","false","0","GOLGA4","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PHC3","PHC3","297.0","0.0082944555","0.013110986","0.003477925","0","0","false","0","PHC3","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ACTN2","ACTN2","127.0",,,"3.00661E-4","0","0","false","0","ACTN2","0"
"0.0","0.0","0.0","0.0","0","2","2","false","MAN2A1","MAN2A1","315.0","0.0013858195","4.9636E-4","0.002275279","0","0","false","0","MAN2A1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SIK1","SIK1","650.6666666666666","0.0015677065","0.001932767","0.001202646","0","0","false","0","SIK1","0"
"0.0","0.0","0.0","0.0","0","5","5","false","NEDD9","NEDD9","507.2","6.22821E-4","7.4454E-4","5.01102E-4","0","0","false","0","NEDD9","0"
"0.0","0.0","0.0","0.0","0","4","4","false","TNRC6C","TNRC6C","251.75","0.001680105335539378","8.27266710787558E-5","0.003277484","0","0","false","0","TNRC6C","0"
"0.0","0.0","0.0","0.5","0","2","2","false","PRPF4B","PRPF4B","690.5","0.002234948","9.09993E-4","0.003559903","0","0","false","0","PRPF4B","0"
"0.0","0.0","0.0","0.0","0","2","2","false","TP53BP2","TP53BP2","441.5","4.724905E-4","7.4454E-4","2.00441E-4","0","0","false","0","TP53BP2","0"
"0.0","0.0","0.0","0.0","0","5","5","false","MAP3K13","MAP3K13","284.4","0.0086154475","0.013352088","0.003878807","0","0","false","0","MAP3K13","0"
"0.0","0.0","0.0","0.0","0","5","5","false","KDM5A","KDM5A","312.6","0.004280142000000001","6.61813E-4","0.007898471","0","0","false","0","KDM5A","0"
"0.0","0.0","0.0","0.0","0","4","4","false","ISG20L2","ISG20L2","315.0","0.00324687","0.003817579","0.002676161","0","0","false","0","ISG20L2","0"
"0.0","0.0","0.0","0.5","0","2","2","false","CEP85L","CEP85L","690.5","0.003440561","0.003321219","0.003559903","0","0","false","0","CEP85L","0"
"0.0","0.0","0.0","0.0","0","2","2","false","UCK2","UCK2","369.5","0.0059111735","0.011621906","2.00441E-4","0","0","false","0","UCK2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ARPP19","ARPP19","260.6666666666667","7.818985E-4","6.61813E-4","9.01984E-4","0","0","false","0","ARPP19","0"
"0.0","0.0","0.0","0.0","0","1","1","false","TTC7A","TTC7A","223.0",,,"1.0022E-4","0","0","false","0","TTC7A","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ATP1B1","ATP1B1","434.6666666666667","4.724905E-4","7.4454E-4","2.00441E-4","0","0","false","0","ATP1B1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","DUSP5","DUSP5","346.0","0.0072248855","0.013848448","6.01323E-4","0","0","false","0","DUSP5","0"
"0.0","0.0","0.0","0.0","0","2","2","false","NUP98","NUP98","646.5","0.0034202595","0.006640078","2.00441E-4","0","0","false","0","NUP98","0"
"0.0","0.0","0.0","0.0","0","4","4","false","PDE4A","PDE4A","296.0","3.006615E-4","0.0","6.01323E-4","0","0","false","0","PDE4A","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ZNF805","ZNF805","519.0","0.007221023","0.014442046","0.0","0","0","false","0","ZNF805","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SPHK2","SPHK2","193.5","2.6567400000000003E-4","3.30907E-4","2.00441E-4","0","0","false","0","SPHK2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","CS","CS","554.3333333333334",,,"0.003878807","0","0","false","0","CS","0"
"0.0","0.0","0.0","0.0","0","1","1","false","BRD2","BRD2","519.0","0.004397344","0.008794688","0.0","0","0","false","0","BRD2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","MYC","MYC","576.3333333333334","7.429068355393779E-4","8.27266710787558E-5","0.001403087","0","0","false","0","MYC","0"
"0.0","0.0","0.0","0.0","0","4","4","false","DTNBP1","DTNBP1","344.75","0.0190324435","0.032441695","0.005623192","0","0","false","0","DTNBP1","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","MED13","MED13","691.0","0.0025983755","0.001436407","0.003760344","0","0","false","0","MED13","0"
